text_clean;text_tokens
maap terpaksa kuhapus lagi padahal baru saja install pembayaran sangat susah plus ribet harusnya bisa lebih fleksibel contoh pembayaran bisa lewat alfamart atau indomart seperti aplikasi yg lain itu looohhh;['maap', 'terpaksa', 'kuhapus', 'lagi', 'padahal', 'baru', 'saja', 'install', 'pembayaran', 'sangat', 'susah', 'plus', 'ribet', 'harusnya', 'bisa', 'lebih', 'fleksibel', 'contoh', 'pembayaran', 'bisa', 'lewat', 'alfamart', 'atau', 'indomart', 'seperti', 'aplikasi', 'yg', 'lain', 'itu', 'looohhh']
bank bri macam didiskriminasi dari bank lain masa iya gak bisa top up pakai bri katanya bisa transfer via bank lain kalau mau pakai bri tapi waktu saya coba gagal terus sumpah kecewa saya harusnya sih kita dipermudah ya untuk transaksi pembayaran mohon ditingkatkan lagi deh biar bintangnya saya naikin;['bank', 'bri', 'macam', 'didiskriminasi', 'dari', 'bank', 'lain', 'masa', 'iya', 'gak', 'bisa', 'top', 'up', 'pakai', 'bri', 'katanya', 'bisa', 'transfer', 'via', 'bank', 'lain', 'kalau', 'mau', 'pakai', 'bri', 'tapi', 'waktu', 'saya', 'coba', 'gagal', 'terus', 'sumpah', 'kecewa', 'saya', 'harusnya', 'sih', 'kita', 'dipermudah', 'ya', 'untuk', 'transaksi', 'pembayaran', 'mohon', 'ditingkatkan', 'lagi', 'deh', 'biar', 'bintangnya', 'saya', 'naikin']
ribet pake updat updat udah gitu maksa lgh haru updat kalo ga ga bisa lihat filem tiket ga bisa pesen ribet lu tai emang setipa orang punya hp memorinya banyak cuma dihp cuma mw sisi aplikasih lu dong tai perbaiki lgh tu jgn keseringan updat anjing lu;['ribet', 'pake', 'updat', 'updat', 'udah', 'gitu', 'maksa', 'lgh', 'haru', 'updat', 'kalo', 'ga', 'ga', 'bisa', 'lihat', 'filem', 'tiket', 'ga', 'bisa', 'pesen', 'ribet', 'lu', 'tai', 'emang', 'setipa', 'orang', 'punya', 'hp', 'memorinya', 'banyak', 'cuma', 'dihp', 'cuma', 'mw', 'sisi', 'aplikasih', 'lu', 'dong', 'tai', 'perbaiki', 'lgh', 'tu', 'jgn', 'keseringan', 'updat', 'anjing', 'lu']
masih terbilang ppn terlalu mahal pertiket dan seharusnya disamakan saja tdk ada ppny jika sudah bekerja sama dengan dana ini sm saja masih memberatkanlbh baik tdk usah ada aplikasi ini klo ppn jasa layanan pertiket blm lg ppn isi topup dana dan kena biaya ppn tiket itungannya tiket ppn klo bisa diturunkan ppny rp pertiket dan seharusnya klo beli lebih dr tiket hrsy lebih murah dan ad potongan diskon utk tiket ke dst ini cm tiket saja yg kena diskon;['masih', 'terbilang', 'ppn', 'terlalu', 'mahal', 'pertiket', 'dan', 'seharusnya', 'disamakan', 'saja', 'tdk', 'ada', 'ppny', 'jika', 'sudah', 'bekerja', 'sama', 'dengan', 'dana', 'ini', 'sm', 'saja', 'masih', 'memberatkanlbh', 'baik', 'tdk', 'usah', 'ada', 'aplikasi', 'ini', 'klo', 'ppn', 'jasa', 'layanan', 'pertiket', 'blm', 'lg', 'ppn', 'isi', 'topup', 'dana', 'dan', 'kena', 'biaya', 'ppn', 'tiket', 'itungannya', 'tiket', 'ppn', 'klo', 'bisa', 'diturunkan', 'ppny', 'rp', 'pertiket', 'dan', 'seharusnya', 'klo', 'beli', 'lebih', 'dr', 'tiket', 'hrsy', 'lebih', 'murah', 'dan', 'ad', 'potongan', 'diskon', 'utk', 'tiket', 'ke', 'dst', 'ini', 'cm', 'tiket', 'saja', 'yg', 'kena', 'diskon']
dengan tix id mempermudah pesan tiket tdk perlu mengantri tgl isi saldo lgsg pilih bangkudan lumayan promo nya sangat membantuterima ksh tix;['dengan', 'tix', 'id', 'mempermudah', 'pesan', 'tiket', 'tdk', 'perlu', 'mengantri', 'tgl', 'isi', 'saldo', 'lgsg', 'pilih', 'bangkudan', 'lumayan', 'promo', 'nya', 'sangat', 'membantuterima', 'ksh', 'tix']
cepat dan akurat tidak perlu lagi kuatir kehabisan tiket nonton dan tidak perlu lagi ngantri sering yaa berikan potongan di tiket pertama terima kasih tix id;['cepat', 'dan', 'akurat', 'tidak', 'perlu', 'lagi', 'kuatir', 'kehabisan', 'tiket', 'nonton', 'dan', 'tidak', 'perlu', 'lagi', 'ngantri', 'sering', 'yaa', 'berikan', 'potongan', 'di', 'tiket', 'pertama', 'terima', 'kasih', 'tix', 'id']
sangat berguna sekali aplikasi nya bagus bukan kaleng kaleng harus download penting kalo mau nonton film tanpa antri apalagi kalo film nya avengers lebih berguna lagi mantaps;['sangat', 'berguna', 'sekali', 'aplikasi', 'nya', 'bagus', 'bukan', 'kaleng', 'kaleng', 'harus', 'download', 'penting', 'kalo', 'mau', 'nonton', 'film', 'tanpa', 'antri', 'apalagi', 'kalo', 'film', 'nya', 'avengers', 'lebih', 'berguna', 'lagi', 'mantaps']
aku blm lama pakai aplikasi ini jd blm terlalu kenal blm bs memberi penilaian tp sdh membantuku unt lbh mudah mendapatkan tiket bioskop walau cuma di tempat tertentu saja tq tix id;['aku', 'blm', 'lama', 'pakai', 'aplikasi', 'ini', 'jd', 'blm', 'terlalu', 'kenal', 'blm', 'bs', 'memberi', 'penilaian', 'tp', 'sdh', 'membantuku', 'unt', 'lbh', 'mudah', 'mendapatkan', 'tiket', 'bioskop', 'walau', 'cuma', 'di', 'tempat', 'tertentu', 'saja', 'tq', 'tix', 'id']
apk ini membantu saya dlm cari tiket nonton biasa nya stiap beli slalu penuh skrg bisa beli dg mudah xhouvl aku kasih kode akun q biar kalian bisa dpt voucher secara cuma dari q thanks;['apk', 'ini', 'membantu', 'saya', 'dlm', 'cari', 'tiket', 'nonton', 'biasa', 'nya', 'stiap', 'beli', 'slalu', 'penuh', 'skrg', 'bisa', 'beli', 'dg', 'mudah', 'xhouvl', 'aku', 'kasih', 'kode', 'akun', 'q', 'biar', 'kalian', 'bisa', 'dpt', 'voucher', 'secara', 'cuma', 'dari', 'q', 'thanks']
dear tix id saya bingung dengan apk ini sy mau ganti nomor tpi gak bisa bisa udah kali kodenya masuk di sms saya tpi nmrnya gak berubah di apk mohon diperbaiki secepatnya;['dear', 'tix', 'id', 'saya', 'bingung', 'dengan', 'apk', 'ini', 'sy', 'mau', 'ganti', 'nomor', 'tpi', 'gak', 'bisa', 'bisa', 'udah', 'kali', 'kodenya', 'masuk', 'di', 'sms', 'saya', 'tpi', 'nmrnya', 'gak', 'berubah', 'di', 'apk', 'mohon', 'diperbaiki', 'secepatnya']
apk ini sangat membantu untuk kalian yg suka nonton di bioskop tanpa harus lelah dan cape untuk mengantri dan datang ke mall kita tinggal boking dan melakukan pembayarannya register akun anda dan masukan kode plvspg dan nikmati potongan diskon tiketnyaaa;['apk', 'ini', 'sangat', 'membantu', 'untuk', 'kalian', 'yg', 'suka', 'nonton', 'di', 'bioskop', 'tanpa', 'harus', 'lelah', 'dan', 'cape', 'untuk', 'mengantri', 'dan', 'datang', 'ke', 'mall', 'kita', 'tinggal', 'boking', 'dan', 'melakukan', 'pembayarannya', 'register', 'akun', 'anda', 'dan', 'masukan', 'kode', 'plvspg', 'dan', 'nikmati', 'potongan', 'diskon', 'tiketnyaaa']
kok untuk pengisian saldo top up gak ada pilihan transfer dari bank bni y mohon segera ditambahkan biar lebih memudahkan bagi pengguna yg mungkin atmnya bni;['kok', 'untuk', 'pengisian', 'saldo', 'top', 'up', 'gak', 'ada', 'pilihan', 'transfer', 'dari', 'bank', 'bni', 'y', 'mohon', 'segera', 'ditambahkan', 'biar', 'lebih', 'memudahkan', 'bagi', 'pengguna', 'yg', 'mungkin', 'atmnya', 'bni']
untuk saya pengguna lama tix id menurut saya ini sangat membantu ketika kita engga sempet untuk mesen ke kasir bioskop dan gaperlu ngantri juga saya harap tix id kedepannya dapat memberikan promo yang lebih banyak lagi terimakasih;['untuk', 'saya', 'pengguna', 'lama', 'tix', 'id', 'menurut', 'saya', 'ini', 'sangat', 'membantu', 'ketika', 'kita', 'engga', 'sempet', 'untuk', 'mesen', 'ke', 'kasir', 'bioskop', 'dan', 'gaperlu', 'ngantri', 'juga', 'saya', 'harap', 'tix', 'id', 'kedepannya', 'dapat', 'memberikan', 'promo', 'yang', 'lebih', 'banyak', 'lagi', 'terimakasih']
saya sudah beli tiket dan transfer tpi tidak ada kode tiketnya utk ditukarkan pas nnton nnti tpi uang saya hilang tiket tdk ada saya sdh hubungi pihak tixid lewat email tpi tdk diproses jga keluhan saya;['saya', 'sudah', 'beli', 'tiket', 'dan', 'transfer', 'tpi', 'tidak', 'ada', 'kode', 'tiketnya', 'utk', 'ditukarkan', 'pas', 'nnton', 'nnti', 'tpi', 'uang', 'saya', 'hilang', 'tiket', 'tdk', 'ada', 'saya', 'sdh', 'hubungi', 'pihak', 'tixid', 'lewat', 'email', 'tpi', 'tdk', 'diproses', 'jga', 'keluhan', 'saya']
haiiii buat kamu yang baru atau pengguna baru bisa dong daftar akun nya pake kode aku xaxfy tenang aja pake app ini kalian jadi mudah lohhh untuk booking tiket di tempat kursi yang nyaman tanpa harus mengantri ayooo kuingatkan lagi pake kode aku yaaaa xaxfy terimakasih semuanyaaaaa;['haiii', 'buat', 'kamu', 'yang', 'baru', 'atau', 'pengguna', 'baru', 'bisa', 'dong', 'daftar', 'akun', 'nya', 'pake', 'kode', 'aku', 'xaxfy', 'tenang', 'aja', 'pake', 'app', 'ini', 'kalian', 'jadi', 'mudah', 'lohhh', 'untuk', 'booking', 'tiket', 'di', 'tempat', 'kursi', 'yang', 'nyaman', 'tanpa', 'harus', 'mengantri', 'ayooo', 'kuingatkan', 'lagi', 'pake', 'kode', 'aku', 'yaaa', 'xaxfy', 'terimakasih', 'semuanyaaa']
aplikasi nya sangat memudahkan terus ngk perlu repot dan yang paling penting ini itu menghemat waktu banget ngk perlu antri lagi uh banyak promo pula;['aplikasi', 'nya', 'sangat', 'memudahkan', 'terus', 'ngk', 'perlu', 'repot', 'dan', 'yang', 'paling', 'penting', 'ini', 'itu', 'menghemat', 'waktu', 'banget', 'ngk', 'perlu', 'antri', 'lagi', 'uh', 'banyak', 'promo', 'pula']
kesan pertama bagus liat semua aspek mulai dari tampilan praktisan pembayaran bonus dll rekomendasi banget;['kesan', 'pertama', 'bagus', 'liat', 'semua', 'aspek', 'mulai', 'dari', 'tampilan', 'praktisan', 'pembayaran', 'bonus', 'dll', 'rekomendasi', 'banget']
suka sekali dengan aplikasi ini top up nya gratis bisa melaui dana dan fee buy tiket nya jg relativ lah gak kaya aplilasi sebelah top up dan buy tiket dikenain fee semua;['suka', 'sekali', 'dengan', 'aplikasi', 'ini', 'top', 'up', 'nya', 'gratis', 'bisa', 'melaui', 'dana', 'dan', 'fee', 'buy', 'tiket', 'nya', 'jg', 'relativ', 'lah', 'gak', 'kaya', 'aplilasi', 'sebelah', 'top', 'up', 'dan', 'buy', 'tiket', 'dikenain', 'fee', 'semua']
lagi lagi sistem top up pembodohan kenapa gak bs langsung beli tiket pake kartu kredit atau debit kacau ni negeri lama lama jadi negara top up aja;['lagi', 'lagi', 'sistem', 'top', 'up', 'pembodohan', 'kenapa', 'gak', 'bs', 'langsung', 'beli', 'tiket', 'pake', 'kartu', 'kredit', 'atau', 'debit', 'kacau', 'ni', 'negeri', 'lama', 'lama', 'jadi', 'negara', 'top', 'up', 'aja']
id saya kix masukan setelah download jangan lupa ya download apk buat yang suka nonton film bisa juga buat beli tiket bioskop tanpa antri;['id', 'saya', 'kix', 'masukan', 'setelah', 'download', 'jangan', 'lupa', 'ya', 'download', 'apk', 'buat', 'yang', 'suka', 'nonton', 'film', 'bisa', 'juga', 'buat', 'beli', 'tiket', 'bioskop', 'tanpa', 'antri']
kalau beli tiket sudah kurang jam sebelum tayangnya mending langsung ke tiket counter karena suka error dan bentrok sama yang beli tiket di counter kalo msh agak lama dari jam tayang oke banget aplikasinya gak perlu antri di loket call center nya mohon ditingkatkan pelayanannya biar kalau mau konfirmasi pendingan transaksi bisa cepet;['kalau', 'beli', 'tiket', 'sudah', 'kurang', 'jam', 'sebelum', 'tayangnya', 'mending', 'langsung', 'ke', 'tiket', 'counter', 'karena', 'suka', 'error', 'dan', 'bentrok', 'sama', 'yang', 'beli', 'tiket', 'di', 'counter', 'kalo', 'msh', 'agak', 'lama', 'dari', 'jam', 'tayang', 'oke', 'banget', 'aplikasinya', 'gak', 'perlu', 'antri', 'di', 'loket', 'call', 'center', 'nya', 'mohon', 'ditingkatkan', 'pelayanannya', 'biar', 'kalau', 'mau', 'konfirmasi', 'pendingan', 'transaksi', 'bisa', 'cepet']
mantap lbh bagus gak usah cetak tiket fisik petugas penjaga d pintu bioskop tinggal bawa scaner atau scaber langsung d hp untuk liat barcode di pemesan tiket yg sudah d booking melalui m tix supaya prosesnya bnr bnr digital semangat;['mantap', 'lbh', 'bagus', 'gak', 'usah', 'cetak', 'tiket', 'fisik', 'petugas', 'penjaga', 'd', 'pintu', 'bioskop', 'tinggal', 'bawa', 'scaner', 'atau', 'scaber', 'langsung', 'd', 'hp', 'untuk', 'liat', 'barcode', 'di', 'pemesan', 'tiket', 'yg', 'sudah', 'd', 'booking', 'melalui', 'm', 'tix', 'supaya', 'prosesnya', 'bnr', 'bnr', 'digital', 'semangat']
baru sekali pakai buat nonton avenger end game luar biasa mudah gk pakek ribet sekeluarga bisa nonton dan kebagian tiket karena aplikasi ini pokoknya top deh aplikasinya sangat membantu dan layak di kasih bintang;['baru', 'sekali', 'pakai', 'buat', 'nonton', 'avenger', 'end', 'game', 'luar', 'biasa', 'mudah', 'gk', 'pakek', 'ribet', 'sekeluarga', 'bisa', 'nonton', 'dan', 'kebagian', 'tiket', 'karena', 'aplikasi', 'ini', 'pokoknya', 'top', 'deh', 'aplikasinya', 'sangat', 'membantu', 'dan', 'layak', 'di', 'kasih', 'bintang']
pake promo vxwx untuk dapetin diskon gampang banget aplikasinya dan ga repot ngantri di bioskop jadi tinggal beli tiket via internet terlebih lagi kalo punya m banking makit enak heheh;['pake', 'promo', 'vxwx', 'untuk', 'dapetin', 'diskon', 'gampang', 'banget', 'aplikasinya', 'dan', 'ga', 'repot', 'ngantri', 'di', 'bioskop', 'jadi', 'tinggal', 'beli', 'tiket', 'via', 'internet', 'terlebih', 'lagi', 'kalo', 'punya', 'm', 'banking', 'makit', 'enak', 'heheh']
biaya layanan terlalu besar ini menguras saldo dan sangat merugikan konsumen promo potongan harga yg didapatkan tidak sebanding karena harus membayar biaya layanan mendingan beli tiket langsung atau melalui aplikasi cinema xxi yg tanpa ada biaya tambahan;['biaya', 'layanan', 'terlalu', 'besar', 'ini', 'menguras', 'saldo', 'dan', 'sangat', 'merugikan', 'konsumen', 'promo', 'potongan', 'harga', 'yg', 'didapatkan', 'tidak', 'sebanding', 'karena', 'harus', 'membayar', 'biaya', 'layanan', 'mendingan', 'beli', 'tiket', 'langsung', 'atau', 'melalui', 'aplikasi', 'cinema', 'xxi', 'yg', 'tanpa', 'ada', 'biaya', 'tambahan']
sejak ada aplikasi ini mau nonton tdk harus antrimilih studio gampangmilih seat gampangpemyaran gampang dan pelanggan selalu dimanja dgn discount thanks tix id;['sejak', 'ada', 'aplikasi', 'ini', 'mau', 'nonton', 'tdk', 'harus', 'antrimilih', 'studio', 'gampangmilih', 'seat', 'gampangpemyaran', 'gampang', 'dan', 'pelanggan', 'selalu', 'dimanja', 'dgn', 'discount', 'thanks', 'tix', 'id']
kalau memang ada update aplikasi jgn dikunci ga bisa buka aplikasi dong kan ga semua hp dg memory besar biarkan update itu menjadi opsional bukan kewajiban terima kasih;['kalau', 'memang', 'ada', 'update', 'aplikasi', 'jgn', 'dikunci', 'ga', 'bisa', 'buka', 'aplikasi', 'dong', 'kan', 'ga', 'semua', 'hp', 'dg', 'memory', 'besar', 'biarkan', 'update', 'itu', 'menjadi', 'opsional', 'bukan', 'kewajiban', 'terima', 'kasih']
bagus banget aplikasi ini gampang akses nya tapi harus pake code ini sqfv spy bisa dapet poin dan login over all its perfect dude;['bagus', 'banget', 'aplikasi', 'ini', 'gampang', 'akses', 'nya', 'tapi', 'harus', 'pake', 'code', 'ini', 'sqfv', 'spy', 'bisa', 'dapet', 'poin', 'dan', 'login', 'over', 'all', 'its', 'perfect', 'dude']
saya beri bintang satu dulu karena transaksi saya ditolak tapi uang saya sudah terpotong jika uang kembali saya berikan bintang detail transaksi pembelian tiket bioskop via tix idpembayaran harus via danamasuk ke platform danaada opsi pembayaran via debit visatransaksiuang sudah kedebetbalik aplikasi tix id muncul pemberitahuan transaksi kadaluwarsadi platform dana dianggap transaksi sukses dan selesaiuang hilang tiket tidak dapat;['saya', 'beri', 'bintang', 'satu', 'dulu', 'karena', 'transaksi', 'saya', 'ditolak', 'tapi', 'uang', 'saya', 'sudah', 'terpotong', 'jika', 'uang', 'kembali', 'saya', 'berikan', 'bintang', 'detail', 'transaksi', 'pembelian', 'tiket', 'bioskop', 'via', 'tix', 'idpembayaran', 'harus', 'via', 'danamasuk', 'ke', 'platform', 'danaada', 'opsi', 'pembayaran', 'via', 'debit', 'visatransaksiuang', 'sudah', 'kedebetbalik', 'aplikasi', 'tix', 'id', 'muncul', 'pemberitahuan', 'transaksi', 'kadaluwarsadi', 'platform', 'dana', 'dianggap', 'transaksi', 'sukses', 'dan', 'selesaiuang', 'hilang', 'tiket', 'tidak', 'dapat']
admin sy seorang logo desainer blh sy hub kontak developernya sy punga penawaran utk logo kalian sy berani katakan ini logo terbaik dr inspirasi yg sy punya smoga kt bertemu nice app i like this one hehe;['admin', 'sy', 'seorang', 'logo', 'desainer', 'blh', 'sy', 'hub', 'kontak', 'developernya', 'sy', 'punga', 'penawaran', 'utk', 'logo', 'kalian', 'sy', 'berani', 'katakan', 'ini', 'logo', 'terbaik', 'dr', 'inspirasi', 'yg', 'sy', 'punya', 'smoga', 'kt', 'bertemu', 'nice', 'app', 'i', 'like', 'this', 'one', 'hehe']
aplikasi yang buat gue khilaf mulu banyak banget promonya nggak bisa banget buat gue ngindep dirumah selalu nawarin promonya yang buat gue gak betah dirumah;['aplikasi', 'yang', 'buat', 'gue', 'khilaf', 'mulu', 'banyak', 'banget', 'promonya', 'nggak', 'bisa', 'banget', 'buat', 'gue', 'ngindep', 'dirumah', 'selalu', 'nawarin', 'promonya', 'yang', 'buat', 'gue', 'gak', 'betah', 'dirumah']
sukaaaaa bgt sm aplikasi satu inibwt nobar jd simplega perlu cape ngantri tgl duduk manis trs booking tiket via hp doank pas udah di xxi tgl print aja tiketny;['sukaaa', 'bgt', 'sm', 'aplikasi', 'satu', 'inibwt', 'nobar', 'jd', 'simplega', 'perlu', 'cape', 'ngantri', 'tgl', 'duduk', 'manis', 'trs', 'booking', 'tiket', 'via', 'hp', 'doank', 'pas', 'udah', 'di', 'xxi', 'tgl', 'print', 'aja', 'tiketny']
aplikasi yg sgt membantu sekali buat sy yg doyan nonton gak perlu capek ngantri diloket buat beli tiket kyk jaman dulu bgt bisa lgsg beli tiket dan pilih kursi dr rumah jd pas brgkt ke bioskop dah tinggal tuker tiket aja deh byk promonya lagi makasih tix id;['aplikasi', 'yg', 'sgt', 'membantu', 'sekali', 'buat', 'sy', 'yg', 'doyan', 'nonton', 'gak', 'perlu', 'capek', 'ngantri', 'diloket', 'buat', 'beli', 'tiket', 'kyk', 'jaman', 'dulu', 'bgt', 'bisa', 'lgsg', 'beli', 'tiket', 'dan', 'pilih', 'kursi', 'dr', 'rumah', 'jd', 'pas', 'brgkt', 'ke', 'bioskop', 'dah', 'tinggal', 'tuker', 'tiket', 'aja', 'deh', 'byk', 'promonya', 'lagi', 'makasih', 'tix', 'id']
app apaan ini gue mesen padahal di aplikasi kursi masih kosong tapi tulsanya kursi udah di isi terus gue mesen lebih sampe kali dan semua sama kursi telah ter isi padahal di app nya belom terisi;['app', 'apaan', 'ini', 'gue', 'mesen', 'padahal', 'di', 'aplikasi', 'kursi', 'masih', 'kosong', 'tapi', 'tulsanya', 'kursi', 'udah', 'di', 'isi', 'terus', 'gue', 'mesen', 'lebih', 'sampe', 'kali', 'dan', 'semua', 'sama', 'kursi', 'telah', 'ter', 'isi', 'padahal', 'di', 'app', 'nya', 'belom', 'terisi']
sukkaaa memudahkan bertransaksi dan gaharus ngantri lagi dibioskop walaupun ada tambahan biaya buat pelayanan tapi yaa worth it lah;['sukkaaa', 'memudahkan', 'bertransaksi', 'dan', 'gaharus', 'ngantri', 'lagi', 'dibioskop', 'walaupun', 'ada', 'tambahan', 'biaya', 'buat', 'pelayanan', 'tapi', 'yaa', 'worth', 'it', 'lah']
bagi saya aplikasi tix id sangat membantu saya dalam memesan tiket bioskop apabila ada film yg di favoritkan oleh bnyak kalangan pasti bioskop manapun akan antre tpi dengan tix id semua jadi lebih mudah;['bagi', 'saya', 'aplikasi', 'tix', 'id', 'sangat', 'membantu', 'saya', 'dalam', 'memesan', 'tiket', 'bioskop', 'apabila', 'ada', 'film', 'yg', 'di', 'favoritkan', 'oleh', 'bnyak', 'kalangan', 'pasti', 'bioskop', 'manapun', 'akan', 'antre', 'tpi', 'dengan', 'tix', 'id', 'semua', 'jadi', 'lebih', 'mudah']
sangat kecewa sudah mesan sdah pilih tempat duduk top up udah dipotong tpi tdak ada konfirmasi kode pembelian tiket gimana bisa ngambil tiket sdah menghubungi lewat email dan telp tetap tdak ada tanggapan;['sangat', 'kecewa', 'sudah', 'mesan', 'sdah', 'pilih', 'tempat', 'duduk', 'top', 'up', 'udah', 'dipotong', 'tpi', 'tdak', 'ada', 'konfirmasi', 'kode', 'pembelian', 'tiket', 'gimana', 'bisa', 'ngambil', 'tiket', 'sdah', 'menghubungi', 'lewat', 'email', 'dan', 'telp', 'tetap', 'tdak', 'ada', 'tanggapan']
senang banget punya aplikasi ini ak gak butuh lg antri cuma buat bayar tiket dan apa lagi kalo tiap rabu ada buy get bikin aku makin sering nonton nih please kembalikan event buy get tiap hari rabu;['senang', 'banget', 'punya', 'aplikasi', 'ini', 'ak', 'gak', 'butuh', 'lg', 'antri', 'cuma', 'buat', 'bayar', 'tiket', 'dan', 'apa', 'lagi', 'kalo', 'tiap', 'rabu', 'ada', 'buy', 'get', 'bikin', 'aku', 'makin', 'sering', 'nonton', 'nih', 'please', 'kembalikan', 'event', 'buy', 'get', 'tiap', 'hari', 'rabu']
cara cepat mendapat tiket untuk film yang ditunggutunggu tanpa antri tanpa rusuh dan nyaman cara bayar pun gampang dan simple bisa booking untuk bbrp hari kedepan mau nonton bareng jadi makin seru;['cara', 'cepat', 'mendapat', 'tiket', 'untuk', 'film', 'yang', 'ditunggutunggu', 'tanpa', 'antri', 'tanpa', 'rusuh', 'dan', 'nyaman', 'cara', 'bayar', 'pun', 'gampang', 'dan', 'simple', 'bisa', 'booking', 'untuk', 'bbrp', 'hari', 'kedepan', 'mau', 'nonton', 'bareng', 'jadi', 'makin', 'seru']
tolong diperbaiki untuk masalah simulator atau orang yg nyoba pilih kursi dan akhirnya gak jadi beli itu jangan lngsung otomatis keinput kursi seolah sudah terisi padahal belum terisi jadi jangan langsung di fix kursi sudah terisi kalo belum bener beli tiket;['tolong', 'diperbaiki', 'untuk', 'masalah', 'simulator', 'atau', 'orang', 'yg', 'nyoba', 'pilih', 'kursi', 'dan', 'akhirnya', 'gak', 'jadi', 'beli', 'itu', 'jangan', 'lngsung', 'otomatis', 'keinput', 'kursi', 'seolah', 'sudah', 'terisi', 'padahal', 'belum', 'terisi', 'jadi', 'jangan', 'langsung', 'di', 'fix', 'kursi', 'sudah', 'terisi', 'kalo', 'belum', 'bener', 'beli', 'tiket']
saya pesan hampir x untuk avenger enofgem dan selalu gagal dgn alasan kursi penuh oke ga ada masalah tapi setidaknya aplikasi tix dapat menayangkan status secara real time menyedihkan;['saya', 'pesan', 'hampir', 'x', 'untuk', 'avenger', 'enofgem', 'dan', 'selalu', 'gagal', 'dgn', 'alasan', 'kursi', 'penuh', 'oke', 'ga', 'ada', 'masalah', 'tapi', 'setidaknya', 'aplikasi', 'tix', 'dapat', 'menayangkan', 'status', 'secara', 'real', 'time', 'menyedihkan']
sejauh ini puas dengan pelayanan yg ada cukup mudah dan yg terpenting bisa isi saldo bebas tidak seperti aplikasi sebelah yg mengharuskan isi minimal;['sejauh', 'ini', 'puas', 'dengan', 'pelayanan', 'yg', 'ada', 'cukup', 'mudah', 'dan', 'yg', 'terpenting', 'bisa', 'isi', 'saldo', 'bebas', 'tidak', 'seperti', 'aplikasi', 'sebelah', 'yg', 'mengharuskan', 'isi', 'minimal']
baru nyoba jadi blum ada pengalaman cukup membantu untuk pengecekan tiket dan bangkunyatrimakasih;['baru', 'nyoba', 'jadi', 'blum', 'ada', 'pengalaman', 'cukup', 'membantu', 'untuk', 'pengecekan', 'tiket', 'dan', 'bangkunyatrimakasih']
setelah di update malah membingungkan tidak sperti kemarin gampang tinggal buka aplikasi lngsung bisa pesan tiket tanpa cari nama bioskopnya pasti nnti salah beli tmpate;['setelah', 'di', 'update', 'malah', 'membingungkan', 'tidak', 'sperti', 'kemarin', 'gampang', 'tinggal', 'buka', 'aplikasi', 'lngsung', 'bisa', 'pesan', 'tiket', 'tanpa', 'cari', 'nama', 'bioskopnya', 'pasti', 'nnti', 'salah', 'beli', 'tmpate']
aplikasi ngebug di hp huawei tidak bisa pilih kursi udah di klik beberapa kali masih gak bisa masalah terjadi setelah pembaruan udah hapus data udah install ulang aplikasi tetep aja ngebug;['aplikasi', 'ngebug', 'di', 'hp', 'huawei', 'tidak', 'bisa', 'pilih', 'kursi', 'udah', 'di', 'klik', 'beberapa', 'kali', 'masih', 'gak', 'bisa', 'masalah', 'terjadi', 'setelah', 'pembaruan', 'udah', 'hapus', 'data', 'udah', 'install', 'ulang', 'aplikasi', 'tetep', 'aja', 'ngebug']
pesan tiket lebih mudah apalagi samsung memberikan kemudahan karena ada samsung pay bayar lebih mudah tanpa harus ribet antri beli tiket tanpa harus ribet transfer ke yg lain cukup pake samsung pay yg bekerja sama dengan dana indonesia thanks samsung pay tix id dana samsungpay;['pesan', 'tiket', 'lebih', 'mudah', 'apalagi', 'samsung', 'memberikan', 'kemudahan', 'karena', 'ada', 'samsung', 'pay', 'bayar', 'lebih', 'mudah', 'tanpa', 'harus', 'ribet', 'antri', 'beli', 'tiket', 'tanpa', 'harus', 'ribet', 'transfer', 'ke', 'yg', 'lain', 'cukup', 'pake', 'samsung', 'pay', 'yg', 'bekerja', 'sama', 'dengan', 'dana', 'indonesia', 'thanks', 'samsung', 'pay', 'tix', 'id', 'dana', 'samsungpay']
interface menarik dan membantu untuk para penonton yang gak sempet buat antri banyakin promonya;['interface', 'menarik', 'dan', 'membantu', 'untuk', 'para', 'penonton', 'yang', 'gak', 'sempet', 'buat', 'antri', 'banyakin', 'promonya']
pemesanan tiket sudah bagus dan lancar sayangnya setiap saya mau ambil tiket selalu kena kendala aplikasi ini misalnya waktu awal instal saya tak bisa buka karena admin minta konfirm lalu pekan lalu waktu mau ambil lagi update jadi saya tak bisa buka mana datangnya mepet di bioskop yang jaringannya jelek pula untung sudah aaya screen capture;['pemesanan', 'tiket', 'sudah', 'bagus', 'dan', 'lancar', 'sayangnya', 'setiap', 'saya', 'mau', 'ambil', 'tiket', 'selalu', 'kena', 'kendala', 'aplikasi', 'ini', 'misalnya', 'waktu', 'awal', 'instal', 'saya', 'tak', 'bisa', 'buka', 'karena', 'admin', 'minta', 'konfirm', 'lalu', 'pekan', 'lalu', 'waktu', 'mau', 'ambil', 'lagi', 'update', 'jadi', 'saya', 'tak', 'bisa', 'buka', 'mana', 'datangnya', 'mepet', 'di', 'bioskop', 'yang', 'jaringannya', 'jelek', 'pula', 'untung', 'sudah', 'aaya', 'screen', 'capture']
