text_clean;text_tokens
promo tiketnya tiputipu padahal nyoba di tanggal promo dan jamnya sesuai tetep gabisa dipakai promo nya zonkk bgt informasinya nih padahal baru download dan bikin aku lhoo gabisa juga tuh pakai promonya;['promo', 'tiketnya', 'tiputipu', 'padahal', 'nyoba', 'di', 'tanggal', 'promo', 'dan', 'jamnya', 'sesuai', 'tetep', 'gabisa', 'dipakai', 'promo', 'nya', 'zonkk', 'bgt', 'informasinya', 'nih', 'padahal', 'baru', 'download', 'dan', 'bikin', 'aku', 'lhoo', 'gabisa', 'juga', 'tuh', 'pakai', 'promonya']
kenapa akhir akhir ini aplikasinya jadi lemot banget ya mau beli tiket bioskop ga bisa mulu;['kenapa', 'akhir', 'akhir', 'ini', 'aplikasinya', 'jadi', 'lemot', 'banget', 'ya', 'mau', 'beli', 'tiket', 'bioskop', 'ga', 'bisa', 'mulu']
mantap sangat membantu;['mantap', 'sangat', 'membantu']
mesen tiket nggak jelas di refund nya katanya ada kendala hubungan dengan bioskop dana belum di kembalikan mau beli lagi voucher udah tidak promo aneh bngt;['mesen', 'tiket', 'nggak', 'jelas', 'di', 'refund', 'nya', 'katanya', 'ada', 'kendala', 'hubungan', 'dengan', 'bioskop', 'dana', 'belum', 'di', 'kembalikan', 'mau', 'beli', 'lagi', 'voucher', 'udah', 'tidak', 'promo', 'aneh', 'bngt']
kenapa yapas mau buka app satu hari setelah donwload pasti selalu error udah gatau brp kali ini donwload ulang terus;['kenapa', 'yapas', 'mau', 'buka', 'app', 'satu', 'hari', 'setelah', 'donwload', 'pasti', 'selalu', 'error', 'udah', 'gatau', 'brp', 'kali', 'ini', 'donwload', 'ulang', 'terus']
uang saya lenyap begitu saja setelah itu saya tidak bisa menonton filmnya udh gitu uang saya tidak bisa dikembalikan;['uang', 'saya', 'lenyap', 'begitu', 'saja', 'setelah', 'itu', 'saya', 'tidak', 'bisa', 'menonton', 'filmnya', 'udh', 'gitu', 'uang', 'saya', 'tidak', 'bisa', 'dikembalikan']
saya cek jadwal minecraft di cinemapolis balikpapan ada jam tapi pas menuju ke cinemanya malah gada jadwalnya aneh dari pihak cinemapolis balikpapan menyebutkan bahwa ini kesalahan aplikasi karna sudah menyita waktu saya saya beri bintang terimakasih sungguh mengecewakan saya padahal bawa keluarga total orang semua dari luar kota ingin nonton minecraft;['saya', 'cek', 'jadwal', 'minecraft', 'di', 'cinemapolis', 'balikpapan', 'ada', 'jam', 'tapi', 'pas', 'menuju', 'ke', 'cinemanya', 'malah', 'gada', 'jadwalnya', 'aneh', 'dari', 'pihak', 'cinemapolis', 'balikpapan', 'menyebutkan', 'bahwa', 'ini', 'kesalahan', 'aplikasi', 'karna', 'sudah', 'menyita', 'waktu', 'saya', 'saya', 'beri', 'bintang', 'terimakasih', 'sungguh', 'mengecewakan', 'saya', 'padahal', 'bawa', 'keluarga', 'total', 'orang', 'semua', 'dari', 'luar', 'kota', 'ingin', 'nonton', 'minecraft']
refund gagal proses pengembaliannya lama sekali membuat kita mau gamau harus ubah jam nntn karena bangku yg kita mau keburu habis mau beli lagi gabisa karena dananya aja blm dikembalikan;['refund', 'gagal', 'proses', 'pengembaliannya', 'lama', 'sekali', 'membuat', 'kita', 'mau', 'gamau', 'harus', 'ubah', 'jam', 'nntn', 'karena', 'bangku', 'yg', 'kita', 'mau', 'keburu', 'habis', 'mau', 'beli', 'lagi', 'gabisa', 'karena', 'dananya', 'aja', 'blm', 'dikembalikan']
kenapa kode promo gopay tidak dapat digunakan ya padahal belum pernah dipake promonya;['kenapa', 'kode', 'promo', 'gopay', 'tidak', 'dapat', 'digunakan', 'ya', 'padahal', 'belum', 'pernah', 'dipake', 'promonya']
hari ini pesen tiket via tix id pemesanan gagal dan uang tidak di refund dalam kurun waktu yg cepat hari ini udah ambil cuti dan gagal nonton karna kehabisan tiket di jam yg saya mau saya kecewa karna dana tidak kembali dengan cepat saat proses gagal sudah di email ke help tix id responnya lambat;['hari', 'ini', 'pesen', 'tiket', 'via', 'tix', 'id', 'pemesanan', 'gagal', 'dan', 'uang', 'tidak', 'di', 'refund', 'dalam', 'kurun', 'waktu', 'yg', 'cepat', 'hari', 'ini', 'udah', 'ambil', 'cuti', 'dan', 'gagal', 'nonton', 'karna', 'kehabisan', 'tiket', 'di', 'jam', 'yg', 'saya', 'mau', 'saya', 'kecewa', 'karna', 'dana', 'tidak', 'kembali', 'dengan', 'cepat', 'saat', 'proses', 'gagal', 'sudah', 'di', 'email', 'ke', 'help', 'tix', 'id', 'responnya', 'lambat']
aplikasi ini sangat bagus karena kita tidak perlu repot antri dibioskop untuk beli tiket tinggal scan aja cuman ada biaya tambahan okelah yahaha;['aplikasi', 'ini', 'sangat', 'bagus', 'karena', 'kita', 'tidak', 'perlu', 'repot', 'antri', 'dibioskop', 'untuk', 'beli', 'tiket', 'tinggal', 'scan', 'aja', 'cuman', 'ada', 'biaya', 'tambahan', 'okelah', 'yahaha']
sebenernya sih udah bagus tapi sayang belum disabilitas friendly hiburan kan diciptakan untuk semua orang agar bisa dinikmati jadi tolong ya buat menu pemilihan kursi bikin biar bisa diakses sama screen reader dan tolong pada proses pengembangannya libatkan yang harus dilibatkan hanya sekadar masukan sih semoga kedepan aplikasinya bisa lebih inklusif bisa diaksses sama semua orang tanpa terkecuali terima kasih;['sebenernya', 'sih', 'udah', 'bagus', 'tapi', 'sayang', 'belum', 'disabilitas', 'friendly', 'hiburan', 'kan', 'diciptakan', 'untuk', 'semua', 'orang', 'agar', 'bisa', 'dinikmati', 'jadi', 'tolong', 'ya', 'buat', 'menu', 'pemilihan', 'kursi', 'bikin', 'biar', 'bisa', 'diakses', 'sama', 'screen', 'reader', 'dan', 'tolong', 'pada', 'proses', 'pengembangannya', 'libatkan', 'yang', 'harus', 'dilibatkan', 'hanya', 'sekadar', 'masukan', 'sih', 'semoga', 'kedepan', 'aplikasinya', 'bisa', 'lebih', 'inklusif', 'bisa', 'diaksses', 'sama', 'semua', 'orang', 'tanpa', 'terkecuali', 'terima', 'kasih']
baru pertama kali beli tiket disini belum tahu gimana habis ini kalo datang ke bioskop nya;['baru', 'pertama', 'kali', 'beli', 'tiket', 'disini', 'belum', 'tahu', 'gimana', 'habis', 'ini', 'kalo', 'datang', 'ke', 'bioskop', 'nya']
makasih tix id banyak promonya;['makasih', 'tix', 'id', 'banyak', 'promonya']
totally ok tapi tolong akses untuk memesan tiket next day atau ditanggal berikutnya diberikan sangat membantu org well prepare dari jauh jauh hari kadang aktif iconnya tapi tidak lengkap filmnya berbeda dgn ketika kita akses dihari h nya;['totally', 'ok', 'tapi', 'tolong', 'akses', 'untuk', 'memesan', 'tiket', 'next', 'day', 'atau', 'ditanggal', 'berikutnya', 'diberikan', 'sangat', 'membantu', 'org', 'well', 'prepare', 'dari', 'jauh', 'jauh', 'hari', 'kadang', 'aktif', 'iconnya', 'tapi', 'tidak', 'lengkap', 'filmnya', 'berbeda', 'dgn', 'ketika', 'kita', 'akses', 'dihari', 'h', 'nya']
pelayanan yang sangat baik respon cepat makasih untuk tix telah memberi pelayanan yang baik tolong konsisten terus ya over all udh bagus pelayanan nya;['pelayanan', 'yang', 'sangat', 'baik', 'respon', 'cepat', 'makasih', 'untuk', 'tix', 'telah', 'memberi', 'pelayanan', 'yang', 'baik', 'tolong', 'konsisten', 'terus', 'ya', 'over', 'all', 'udh', 'bagus', 'pelayanan', 'nya']
pelayanan sangat buruk;['pelayanan', 'sangat', 'buruk']
udah bayar udah pesen eh malah di refund dari aplikasi nya mana duit gue blom balik tapi di refund tiket ny aneh bgt duit gue dipotong tapi tiket gaada penipu lo aplikasi;['udah', 'bayar', 'udah', 'pesen', 'eh', 'malah', 'di', 'refund', 'dari', 'aplikasi', 'nya', 'mana', 'duit', 'gue', 'blom', 'balik', 'tapi', 'di', 'refund', 'tiket', 'ny', 'aneh', 'bgt', 'duit', 'gue', 'dipotong', 'tapi', 'tiket', 'gaada', 'penipu', 'lo', 'aplikasi']
aplikasi error mulucpt benahi dongsvlm gua hapus ini aplikasi;['aplikasi', 'error', 'mulucpt', 'benahi', 'dongsvlm', 'gua', 'hapus', 'ini', 'aplikasi']
nyesel download lokasi di tempat gua gak ada;['nyesel', 'download', 'lokasi', 'di', 'tempat', 'gua', 'gak', 'ada']
aplikasisinya sangat jelek setiap aku mau beli tiket gak bisa terus udah ganti hp juga sama aja kalo hp aku yang ngleg gak mungkin ini soalnya hp baru sangat tidak di rekomendasikan;['aplikasisinya', 'sangat', 'jelek', 'setiap', 'aku', 'mau', 'beli', 'tiket', 'gak', 'bisa', 'terus', 'udah', 'ganti', 'hp', 'juga', 'sama', 'aja', 'kalo', 'hp', 'aku', 'yang', 'ngleg', 'gak', 'mungkin', 'ini', 'soalnya', 'hp', 'baru', 'sangat', 'tidak', 'di', 'rekomendasikan']
aplikasi cak seak susah nian mesannyo;['aplikasi', 'cak', 'seak', 'susah', 'nian', 'mesannyo']
saya pesan tiket bioskop di tix id pembayaran tiket berhasil tapi tiketnya tidak ada tapi uang saya tdk dikembalikan langsung;['saya', 'pesan', 'tiket', 'bioskop', 'di', 'tix', 'id', 'pembayaran', 'tiket', 'berhasil', 'tapi', 'tiketnya', 'tidak', 'ada', 'tapi', 'uang', 'saya', 'tdk', 'dikembalikan', 'langsung']
gua beli tiket udah d bayar tp tiketnya gk terbit mau di refund gk bisa parah;['gua', 'beli', 'tiket', 'udah', 'd', 'bayar', 'tp', 'tiketnya', 'gk', 'terbit', 'mau', 'di', 'refund', 'gk', 'bisa', 'parah']
tiket yg sudah di beli kenapa gak mau muncul yaaudah di refresh gk muncul jugamohon bantuan secepatnya;['tiket', 'yg', 'sudah', 'di', 'beli', 'kenapa', 'gak', 'mau', 'muncul', 'yaaudah', 'di', 'refresh', 'gk', 'muncul', 'jugamohon', 'bantuan', 'secepatnya']
gak ada tombol forgot password nya;['gak', 'ada', 'tombol', 'forgot', 'password', 'nya']
kenapa pas udah tekan ringkasan order selalu loading terus muter dan gak bisa transaksi tolong ditingkatkan lagi performa aplikasi kelen;['kenapa', 'pas', 'udah', 'tekan', 'ringkasan', 'order', 'selalu', 'loading', 'terus', 'muter', 'dan', 'gak', 'bisa', 'transaksi', 'tolong', 'ditingkatkan', 'lagi', 'performa', 'aplikasi', 'kelen']
bermanfaat memudahkan pembelian tiket bioskop;['bermanfaat', 'memudahkan', 'pembelian', 'tiket', 'bioskop']
mempermudah biar gak usah repot ngantri;['mempermudah', 'biar', 'gak', 'usah', 'repot', 'ngantri']
memudahkan untuk nonton;['memudahkan', 'untuk', 'nonton']
halo mimin sayang terima kasih sudah menyediakan fitur yang berkualitas dan bermanfaat filmfilm yang disajikan juga ga kalah update tapi sayang sekali ada fitur jam tayang film yang akan ditayang pada waktu berikutnya tidak di tampilkan lagi karena ga mungkin seseorang bakalan merencanakan nonton film pada hari ini saja mungkin ini bisa diperbaiki dengan menampilkan jam tayang filmfilm apa saja yang akan ditayangkan pada harihari berikutnya supaya bermanfaat untuk pengguna love u minn;['halo', 'mimin', 'sayang', 'terima', 'kasih', 'sudah', 'menyediakan', 'fitur', 'yang', 'berkualitas', 'dan', 'bermanfaat', 'filmfilm', 'yang', 'disajikan', 'juga', 'ga', 'kalah', 'update', 'tapi', 'sayang', 'sekali', 'ada', 'fitur', 'jam', 'tayang', 'film', 'yang', 'akan', 'ditayang', 'pada', 'waktu', 'berikutnya', 'tidak', 'di', 'tampilkan', 'lagi', 'karena', 'ga', 'mungkin', 'seseorang', 'bakalan', 'merencanakan', 'nonton', 'film', 'pada', 'hari', 'ini', 'saja', 'mungkin', 'ini', 'bisa', 'diperbaiki', 'dengan', 'menampilkan', 'jam', 'tayang', 'filmfilm', 'apa', 'saja', 'yang', 'akan', 'ditayangkan', 'pada', 'harihari', 'berikutnya', 'supaya', 'bermanfaat', 'untuk', 'pengguna', 'love', 'u', 'minn']
pelayanannya sangat buruk bahkan untuk fee tiket dengan harga ribu pertiket sangat kapitalis saya membeli tiket dan sudah melakukan pembayaran tapi pembelian tiket gagal dan uang saya tidak kunjung dikembalikan saya sudah melakukan komplan ke aplikasi dan cs tapi prosesnya sangat lemot sekali hanya untuk mengembalikan uang saya sumpah buruk sekali pelayanannya;['pelayanannya', 'sangat', 'buruk', 'bahkan', 'untuk', 'fee', 'tiket', 'dengan', 'harga', 'ribu', 'pertiket', 'sangat', 'kapitalis', 'saya', 'membeli', 'tiket', 'dan', 'sudah', 'melakukan', 'pembayaran', 'tapi', 'pembelian', 'tiket', 'gagal', 'dan', 'uang', 'saya', 'tidak', 'kunjung', 'dikembalikan', 'saya', 'sudah', 'melakukan', 'komplan', 'ke', 'aplikasi', 'dan', 'cs', 'tapi', 'prosesnya', 'sangat', 'lemot', 'sekali', 'hanya', 'untuk', 'mengembalikan', 'uang', 'saya', 'sumpah', 'buruk', 'sekali', 'pelayanannya']
refund gagal secara sepihakdan proses pengembaliannya lama;['refund', 'gagal', 'secara', 'sepihakdan', 'proses', 'pengembaliannya', 'lama']
kurang kecil tombol skip iklannya;['kurang', 'kecil', 'tombol', 'skip', 'iklannya']
memudahkan melakukan transaksi dan sudah bisa melihat hobby aku tak tertunda lagi;['memudahkan', 'melakukan', 'transaksi', 'dan', 'sudah', 'bisa', 'melihat', 'hobby', 'aku', 'tak', 'tertunda', 'lagi']
keren aplikasinya;['keren', 'aplikasinya']
bantu dong gimana caranya biar ada pilihan xxi soalnya cuman ada pilihan cgv sama cinepolis;['bantu', 'dong', 'gimana', 'caranya', 'biar', 'ada', 'pilihan', 'xxi', 'soalnya', 'cuman', 'ada', 'pilihan', 'cgv', 'sama', 'cinepolis']
tidak beroprasi lg kah ni apk gbs dibuka selalu sgop berfungsi;['tidak', 'beroprasi', 'lg', 'kah', 'ni', 'apk', 'gbs', 'dibuka', 'selalu', 'sgop', 'berfungsi']
kocak aja njir film luar sinopsis nya bahasa indonesia sedangkan film lokal malah bahasa inggris kebalik njay jika bisa buat semua sinopsis nya jadi bahasa indonesia;['kocak', 'aja', 'njir', 'film', 'luar', 'sinopsis', 'nya', 'bahasa', 'indonesia', 'sedangkan', 'film', 'lokal', 'malah', 'bahasa', 'inggris', 'kebalik', 'njay', 'jika', 'bisa', 'buat', 'semua', 'sinopsis', 'nya', 'jadi', 'bahasa', 'indonesia']
kenapa di makanan dan minumannya gak bisa sekalian di gabung sih jadi biyaya adminnya gak berkali;['kenapa', 'di', 'makanan', 'dan', 'minumannya', 'gak', 'bisa', 'sekalian', 'di', 'gabung', 'sih', 'jadi', 'biyaya', 'adminnya', 'gak', 'berkali']
design tata ruang luxurysound benar kualitas super benar nyaman;['design', 'tata', 'ruang', 'luxurysound', 'benar', 'kualitas', 'super', 'benar', 'nyaman']
aplikasi sangat bagus dan mudah untuk memesan tiket bioskop;['aplikasi', 'sangat', 'bagus', 'dan', 'mudah', 'untuk', 'memesan', 'tiket', 'bioskop']
tolong dong indramayu suruh ada tayang bioskop tolol banget sih banyak film baru gak tayang bego banget;['tolong', 'dong', 'indramayu', 'suruh', 'ada', 'tayang', 'bioskop', 'tolol', 'banget', 'sih', 'banyak', 'film', 'baru', 'gak', 'tayang', 'bego', 'banget']
lebih ditingkatkan lagi n sering ngadain promo yg lebih heboh lagi n menarik;['lebih', 'ditingkatkan', 'lagi', 'n', 'sering', 'ngadain', 'promo', 'yg', 'lebih', 'heboh', 'lagi', 'n', 'menarik']
aplikasi sudah minggu kendala terus;['aplikasi', 'sudah', 'minggu', 'kendala', 'terus']
aplikasi nya bagus dan bisa membeli tiket bioskop apa saja;['aplikasi', 'nya', 'bagus', 'dan', 'bisa', 'membeli', 'tiket', 'bioskop', 'apa', 'saja']
udab lama gabisa beli tiket gabisa log out jg muncul tulisan ada kendala pdhl sinyal bagus ga ada masalah jaringan udah update juga versi terbaru aneh bgt jd aku uninstal aja deh;['udab', 'lama', 'gabisa', 'beli', 'tiket', 'gabisa', 'log', 'out', 'jg', 'muncul', 'tulisan', 'ada', 'kendala', 'pdhl', 'sinyal', 'bagus', 'ga', 'ada', 'masalah', 'jaringan', 'udah', 'update', 'juga', 'versi', 'terbaru', 'aneh', 'bgt', 'jd', 'aku', 'uninstal', 'aja', 'deh']
awalnya bagus aja apk nya makin lama makin susah di buka apknya ganggun atau gimana;['awalnya', 'bagus', 'aja', 'apk', 'nya', 'makin', 'lama', 'makin', 'susah', 'di', 'buka', 'apknya', 'ganggun', 'atau', 'gimana']
sangat membantuwort it bnykin promo nya;['sangat', 'membantuwort', 'it', 'bnykin', 'promo', 'nya']
ini maksudnya gimana dah saya pesan tiket kali disitu tertera hanya beberapa bioskop biasanya hanya bioskop yang saya pengen ga ada di daftar saya kira emang bioskop yang saya suka ga ambil film tersebut tapi pas saya cek lagi di hari hnya hari nonton filmnya tibatiba bioskop yang saya suka muncul ga jelas seharusnya saya pesan di bioskop yang saya suka karena ga muncul terpaksa bioskop lain yang lebih jauh;['ini', 'maksudnya', 'gimana', 'dah', 'saya', 'pesan', 'tiket', 'kali', 'disitu', 'tertera', 'hanya', 'beberapa', 'bioskop', 'biasanya', 'hanya', 'bioskop', 'yang', 'saya', 'pengen', 'ga', 'ada', 'di', 'daftar', 'saya', 'kira', 'emang', 'bioskop', 'yang', 'saya', 'suka', 'ga', 'ambil', 'film', 'tersebut', 'tapi', 'pas', 'saya', 'cek', 'lagi', 'di', 'hari', 'hnya', 'hari', 'nonton', 'filmnya', 'tibatiba', 'bioskop', 'yang', 'saya', 'suka', 'muncul', 'ga', 'jelas', 'seharusnya', 'saya', 'pesan', 'di', 'bioskop', 'yang', 'saya', 'suka', 'karena', 'ga', 'muncul', 'terpaksa', 'bioskop', 'lain', 'yang', 'lebih', 'jauh']
kalau pas film nya baru rame penonton nya aman kan tiket nonton nya dengan tix id gak perlu khawatir pasti dapet deh seat terbaik pilihan mu sendiri bisa liat jam tayang dan film yg lagi tayang dan akan datang coming soon berlaku di semua kota tinggal pilih kota nya juga baik di xxi atau pun cgv;['kalau', 'pas', 'film', 'nya', 'baru', 'rame', 'penonton', 'nya', 'aman', 'kan', 'tiket', 'nonton', 'nya', 'dengan', 'tix', 'id', 'gak', 'perlu', 'khawatir', 'pasti', 'dapet', 'deh', 'seat', 'terbaik', 'pilihan', 'mu', 'sendiri', 'bisa', 'liat', 'jam', 'tayang', 'dan', 'film', 'yg', 'lagi', 'tayang', 'dan', 'akan', 'datang', 'coming', 'soon', 'berlaku', 'di', 'semua', 'kota', 'tinggal', 'pilih', 'kota', 'nya', 'juga', 'baik', 'di', 'xxi', 'atau', 'pun', 'cgv']
jaringan saya bagus tapi kok kenapa aplikasi nya ngga ke buka udah refresh beberapa kali tetep aja gak ke buka gimana sih;['jaringan', 'saya', 'bagus', 'tapi', 'kok', 'kenapa', 'aplikasi', 'nya', 'ngga', 'ke', 'buka', 'udah', 'refresh', 'beberapa', 'kali', 'tetep', 'aja', 'gak', 'ke', 'buka', 'gimana', 'sih']
mantapppp tambahkan lagi penukaran koin di rb dong tambahkan juga dark mode untuk tampilan tix id dan untuk biaya admin bisalah jika pesan lebih dari tiket tidak berkelipatan per tiket;['mantappp', 'tambahkan', 'lagi', 'penukaran', 'koin', 'di', 'rb', 'dong', 'tambahkan', 'juga', 'dark', 'mode', 'untuk', 'tampilan', 'tix', 'id', 'dan', 'untuk', 'biaya', 'admin', 'bisalah', 'jika', 'pesan', 'lebih', 'dari', 'tiket', 'tidak', 'berkelipatan', 'per', 'tiket']
apk nipu bilangnya dapat cashback bagi pengguna baru ini sudah memenuhi syarat gak dapat mending make aplikasinya lain kalau mau beli tiket bioskop;['apk', 'nipu', 'bilangnya', 'dapat', 'cashback', 'bagi', 'pengguna', 'baru', 'ini', 'sudah', 'memenuhi', 'syarat', 'gak', 'dapat', 'mending', 'make', 'aplikasinya', 'lain', 'kalau', 'mau', 'beli', 'tiket', 'bioskop']
aplikasi lama lemot lelet daglog asli;['aplikasi', 'lama', 'lemot', 'lelet', 'daglog', 'asli']
tolong kalo bisa kursi yang udah dibeli ditandain dengan gender biar kita tau yang male atau female;['tolong', 'kalo', 'bisa', 'kursi', 'yang', 'udah', 'dibeli', 'ditandain', 'dengan', 'gender', 'biar', 'kita', 'tau', 'yang', 'male', 'atau', 'female']
saya daftar nggak ada notifikasi;['saya', 'daftar', 'nggak', 'ada', 'notifikasi']
tidak bisa tukar voucher nya padahal sudah ada coins quota habis terus percuma vip;['tidak', 'bisa', 'tukar', 'voucher', 'nya', 'padahal', 'sudah', 'ada', 'coins', 'quota', 'habis', 'terus', 'percuma', 'vip']
aplikasinya sudah bagusnamun hanya saran sajacoba untuk setiap jam tayang film ditambah ketersediaan kursi didepannya untuk semua bioskop misal availablelalu coba ditambahkan jaringan bioskopnya seperti kcm dan flix terima kasih dan sukses selalu;['aplikasinya', 'sudah', 'bagusnamun', 'hanya', 'saran', 'sajacoba', 'untuk', 'setiap', 'jam', 'tayang', 'film', 'ditambah', 'ketersediaan', 'kursi', 'didepannya', 'untuk', 'semua', 'bioskop', 'misal', 'availablelalu', 'coba', 'ditambahkan', 'jaringan', 'bioskopnya', 'seperti', 'kcm', 'dan', 'flix', 'terima', 'kasih', 'dan', 'sukses', 'selalu']
sangat baik terimakasih apk sangat membantu;['sangat', 'baik', 'terimakasih', 'apk', 'sangat', 'membantu']
bagus pesan tiket disini sangat memudahkan makasih;['bagus', 'pesan', 'tiket', 'disini', 'sangat', 'memudahkan', 'makasih']
aplikasi yang bagus bikin mudah pada saat mau nonton bioskoptanpa antri lagi;['aplikasi', 'yang', 'bagus', 'bikin', 'mudah', 'pada', 'saat', 'mau', 'nonton', 'bioskoptanpa', 'antri', 'lagi']
sangat membantu tapi knapa ya koin ngak bisa kepakai lagi padahal lumayan banyak untuk potongan harga;['sangat', 'membantu', 'tapi', 'knapa', 'ya', 'koin', 'ngak', 'bisa', 'kepakai', 'lagi', 'padahal', 'lumayan', 'banyak', 'untuk', 'potongan', 'harga']
untuk metode pembayaran jgn hanya memakai satu pembayaran dari salah satu dompet digital saja min setidaknya ada pilihan dompet digital virtual account sm transfer mbanking satu lagi mode gelap itu jg blum ada;['untuk', 'metode', 'pembayaran', 'jgn', 'hanya', 'memakai', 'satu', 'pembayaran', 'dari', 'salah', 'satu', 'dompet', 'digital', 'saja', 'min', 'setidaknya', 'ada', 'pilihan', 'dompet', 'digital', 'virtual', 'account', 'sm', 'transfer', 'mbanking', 'satu', 'lagi', 'mode', 'gelap', 'itu', 'jg', 'blum', 'ada']
dengan menggunakan aplikasi tix id ngebantu banget gan gak perlu repotrepot antri kalo kita mau nonton film di bioskop info filmfilmnya dan lokasi bioskopnya juga lengkap bahkan kita diupdate terus filmfilmnya yang paling baru dan yang lagi hype promopromonya juga bisa bikin kantong kita lebih hemat o iya kita bisa sekalian langsung pesen makanan cemilan popcorn dan minuman buat sambil nonton film ada paket murah meriah juga lohhh;['dengan', 'menggunakan', 'aplikasi', 'tix', 'id', 'ngebantu', 'banget', 'gan', 'gak', 'perlu', 'repotrepot', 'antri', 'kalo', 'kita', 'mau', 'nonton', 'film', 'di', 'bioskop', 'info', 'filmfilmnya', 'dan', 'lokasi', 'bioskopnya', 'juga', 'lengkap', 'bahkan', 'kita', 'diupdate', 'terus', 'filmfilmnya', 'yang', 'paling', 'baru', 'dan', 'yang', 'lagi', 'hype', 'promopromonya', 'juga', 'bisa', 'bikin', 'kantong', 'kita', 'lebih', 'hemat', 'o', 'iya', 'kita', 'bisa', 'sekalian', 'langsung', 'pesen', 'makanan', 'cemilan', 'popcorn', 'dan', 'minuman', 'buat', 'sambil', 'nonton', 'film', 'ada', 'paket', 'murah', 'meriah', 'juga', 'lohhh']
